"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment Title","Contract ID","Agency Contract ID","Contract Status","Contracting Agency ID","Contract Number (PIID)","IDV PIID","IDV Agency ID","Solicitation ID (Agency)","Modular Approaches / Contracting","EVM Required","Match found in USAspending","Vendor Name (USAspending)","Solicitation ID (USAspending)","Action Obligation Amount (In $ million) (USAspending)","Type of Contract (USAspending)","Performance Based Contract (USAspending)","Contract Start Date (USAspending)","Contract End Date (USAspending)","Contract Compete (USAspending)","Contract Description (USAspending)","Base Contract ID (USAspending)","Identifying Agency ID (USAspending)","Transaction Number (USAspending)","Timestamp (Contract)","Timestamp (Base Contract)"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50618,,Awarded,"	2800",SS001630213,NNG15SC03B,"	8000",SSARFQ161183,no,no,Yes,"CARAHSOFT TECHNOLOGY CORPORATION",SSA-RFQ-16-1183,0.189428,,N,2016-03-09,2017-03-09,N,"IGF::OT::IGF RENEWAL OF SS00-15-30284 AND SS00-15-30620 FOR MAINTENANCE ON FIREEYE MALWARE.",225323,"	2800","	0","2016-04-18 13:28:29","2016-04-19 17:17:37"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50619,,Awarded,"	2800",SS001630273,GS35F0062U,"	4730",SSARFQ161234,no,no,Yes,"AWARE INCORPORATED (1026)",SSA-RFQ-16-1234,0.142306,,N,2016-04-01,2017-03-31,N,"AWARE BIOSP MAINTENANCE RENEWAL",225324,"	2800","	0","2016-04-18 13:28:29","2016-04-19 17:17:37"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50620,,Awarded,"	2800",SS001630240,NNG15SD22B,"	8000",N/A,no,no,Yes,"FOUR POINTS TECHNOLOGY, L.L.C.",,0.451042,,N,2016-04-01,2017-03-31,N,"MAINTENANCE RENEWAL FOR CHECK POINT FDE AND MEPP SOFTWARE",225325,"	2800","	0","2016-04-18 13:28:29","2016-04-19 17:17:37"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50621,,Awarded,"	2800",SS001630228,GS35F0265X,"	4732",SSARFQ161205,no,no,Yes,"IMMIXTECHNOLOGY, INC.",SSA-RFQ-16-1205,0.187757,,N,2016-04-01,2017-03-31,N,"RENEWAL OF SS00-15-30327: INFORMATION BUILDERS WEBFOCUS DISTRIBUTED SOFTWARE MAINTENANCE RENEWAL",225326,"	2800","	0","2016-04-18 13:28:29","2016-04-19 17:17:37"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50622,,Awarded,"	2800",SS001630275,GS35F0468J,"	4730",SSARFQ161216,no,no,Yes,"LEVI RAY & SHOUP INC",SSA-RFQ-16-1216,0.371505,,N,2016-03-31,2017-03-31,N,"12 MONTHS OF MAINTENANCE ON LEVI, RAY&SHOUP SOFTWARE",225327,"	2800","	0","2016-04-18 13:28:29","2016-04-19 17:17:37"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50623,,Awarded,"	2800",SS001630227,GS35F0119Y,"	4732",SSARFQ161203,no,no,Yes,"CARAHSOFT TECHNOLOGY CORPORATION",SSA-RFQ-16-1203,0.265792,,N,2016-03-20,2017-03-19,N,"RENEW ANNUAL MAINTENANCE ON DBPROTECT, WEBINSPECT AND FORTIFY SOFTWARE PRODUCTS FROM PREVIOUS ORDER SS00-15-30307.",225328,"	2800","	0","2016-04-18 13:28:29","2016-04-19 17:17:38"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50624,,Awarded,"	2800",SS001630217,GS35F0265X,"	4732",SSARFQ161177,no,no,Yes,"IMMIXTECHNOLOGY, INC.",SSA-RFQ-16-1177,0.353667,,N,2016-03-15,2017-03-14,N,"ACQUIRE HP ASSET MANAGER PORTFOLIO AND CONNECTOR SOFTWARE USER LICENSES AND MAINTENANCE FOR SUNFLOWER SYSTEMS MIGRATION TO HP ASSET MANAGER.",225329,"	2800","	0","2016-04-18 13:28:29","2016-04-19 17:17:38"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50625,,Awarded,"	2800",SS001630232,GS35F0585J,"	4730",SSARFQ161201,no,no,Yes,"COMPUSEARCH SOFTWARE SYSTEMS, INC.",SSA-RFQ-16-1201,0.356015,,N,2016-04-01,2017-03-31,N,"COMPUSEARCH PRISM SOFTWARE MAINTENANCE FOR THE PERIOD OF PERFORMANCE FROM APRIL 1, 2016 THROUGH MARCH 31, 2017.",225330,"	2800","	0","2016-04-18 13:28:29","2016-04-19 17:17:38"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50626,,Awarded,"	2800",SS001630248,GS35F0265X,"	4732",SSARFQ161206,no,no,Yes,"IMMIXTECHNOLOGY, INC.",SSA-RFQ-16-1206,0.283089,,N,2016-04-01,2018-03-31,N,"ESTABLISH A DELIVERY ORDER WITH A SIX-MONTH BASE AND THREE SIX-MONTH OPTION PERIODS FOR SERENA COMPAREX/MVS SOFTWARE MAINTENANCE. THIS IS A RENEWAL OF MAINTENANCE ON DELIVERY ORDER NUMBER SS00-15-30026.",225331,"	2800","	0","2016-04-18 13:28:29","2016-04-19 17:17:38"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50627,,Awarded,"	2800",SS001630276,NNG15SD60B,"	8000",SSARFQ161244,no,no,Yes,"ADVANCED COMPUTER CONCEPTS, INC.",SSA-RFQ-16-1244,1.393582,,N,2016-03-30,2017-03-31,N,"IGF::OT::IGF OTHER FUNCTIONS MAINTENANCE ON F5 NETWORK BIG IP APPLICATION AND SWITCHES",225332,"	2800","	0","2016-04-18 13:28:29","2016-04-19 17:17:38"
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50772,,Awarded,"	2800",SS001630295,GS35F4543G,"	4730",SSARFQ161267,no,no,No,,,,,,,,,,,,,"2016-05-10 12:11:47",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50773,,Awarded,"	2800",SS001530527,W91QUZ06A0004,"	9700",N/A,no,no,No,,,,,,,,,,,,,"2016-05-10 12:11:47",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50774,,Awarded,"	2800",SS001530460,GS35F0511T,"	4730",SSARFQ150150,no,no,No,,,,,,,,,,,,,"2016-05-10 12:11:47",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50775,,Awarded,"	2800",SS001630320,NNG15SC39B,"	8000",SSARFQ161257,no,no,No,,,,,,,,,,,,,"2016-05-10 12:11:47",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50846,,Awarded,"	2800",SS001560019,,,SSARFP151003,no,no,No,,,,,,,,,,,,,"2016-06-15 11:59:35",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50847,,Awarded,"	2800",SS001060113,,,N/A,no,no,No,,,,,,,,,,,,,"2016-06-15 11:59:35",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50848,,Awarded,"	2800",SS001530541,GS35F0119Y,"	4732",SSARFQ150364,no,no,No,,,,,,,,,,,,,"2016-06-15 11:59:35",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50849,,Awarded,"	2800",SS001630375,GS35F5840H,"	4730",SSARFQ161345,no,no,No,,,,,,,,,,,,,"2016-06-15 11:59:35",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50850,,Awarded,"	2800",SS001650114,,,SSARFQ161246,no,no,No,,,,,,,,,,,,,"2016-06-15 11:59:35",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50851,,Awarded,"	2800",SS001630374,GS35F0511T,"	4730",SSARFQ161340,no,no,No,,,,,,,,,,,,,"2016-06-15 11:59:35",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50927,,Awarded,"	2800",SS001630418,GS35F0554M,"	4730",SSARFQ161381,no,no,No,,,,,,,,,,,,,"2016-07-14 17:53:15",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50928,,Awarded,"	2800",SS001461049,,,SSARFP141005,yes,no,No,,,,,,,,,,,,,"2016-07-14 17:53:15",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50998,,Awarded,"	2800",SS001330573,GS35F0823M,"	4730",SSARFQ130158,no,no,No,,,,,,,,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",50999,,Awarded,"	2800",SS001560044,,,SSARFQ150601,no,no,No,,,,,,,,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",51000,,Awarded,"	2800",SS000760066,,,SSARFP061031,no,no,No,,,,,,,,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",51001,,Awarded,"	2800",SS001630583,GS35F0251V,"	4730",N/A,no,no,No,,,,,,,,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",51002,,Awarded,"	2800",SS001630591,GS35F4984H,"	4730",SSARFQ161579,no,no,No,,,,,,,,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",51003,,Awarded,"	2800",SS001630443,NNG15SC27B,"	8000",SSARFQ161428,no,no,No,,,,,,,,,,,,,"2016-08-08 21:08:24",
016-000002255,1541,"	016","Social Security Administration","Infrastructure  Operations & Maintenance",51004,,Awarded,"	2800",SS001330994,NNG07DA31B,"	8000",SSARFQ130486,no,no,No,,,,,,,,,,,,,"2016-08-08 21:08:24",
016-000002256,1543,"	016","Social Security Administration","Infrastructure - Modernization",44191,,Awarded,"	2800",SS001060082,,,N/A,yes,yes,Yes,"NORTHROP GRUMMAN SYSTEMS CORPORATION",,67.879596,,,,,,,,,,"2015-09-17 19:33:15",
016-000002256,1543,"	016","Social Security Administration","Infrastructure - Modernization",44195,,Awarded,"	2800",SS001060108,,,N/A,yes,yes,Yes,"LOCKHEED MARTIN CORPORATION",,133.111428,,,,,,,,,,"2015-09-17 19:33:15",
018-000000122,1547,"	018","Department of Education","Data Challenges and Appeals Solution (DCAS)",46903,,Awarded,"	9100",EDFSA15D0005TO0001,EDFSA15D0005,"	9100",ED-FSA-14-R-0028,yes,yes,Yes,"GENERAL DYNAMICS INFORMATION TECHNOLOGY, INC.",,2.640468,,,,2020-03-31,,,,,,"2015-06-16 11:32:46",
202-000001162,1549,"	202","U.S. Army Corps of Engineers","Rental Facilities Management Information System (RFMIS)",48249,,Awarded,,GS06F1003Z,,,,yes,no,Yes,"SPECPRO TECHNICAL SERVICES, LLC",,0.000000,,,,,,,,,,"2015-09-16 16:03:21",
202-000001162,1549,"	202","U.S. Army Corps of Engineers","Rental Facilities Management Information System (RFMIS)",48250,,Awarded,,GS-06F-0847Z,,,,yes,no,Yes,"FEDITC LLC",,0.000000,,,,,,,,,,"2015-09-16 16:03:21",
184-000000052,1551,"	184","U.S. Agency for International Development","Development Information Solution (DIS)",50285,AID-CIO-BC-11-00004-000120,Awarded,,REQM-CIO-15-000120,,,,no,no,No,,,,,,,,,,,,,"2016-02-17 15:57:41",
184-000000052,1551,"	184","U.S. Agency for International Development","Development Information Solution (DIS)",50286,AID-CIO-BC-11-00004-000343,Awarded,,REQM-CIO-15-000343,,,,no,no,No,,,,,,,,,,,,,"2016-02-17 15:57:41",
184-000000052,1551,"	184","U.S. Agency for International Development","Development Information Solution (DIS)",50287,AID-CIO-BC-11-00004-000408,Awarded,,REQM-CIO-15-000408,,,,no,no,No,,,,,,,,,,,,,"2016-02-17 15:57:41",
184-000000052,1551,"	184","U.S. Agency for International Development","Development Information Solution (DIS)",50288,AID-CIO-BC-11-00004-000487,Awarded,,REQM-CIO-15-000487,,,,no,no,No,,,,,,,,,,,,,"2016-02-17 15:57:41",
184-000000052,1551,"	184","U.S. Agency for International Development","Development Information Solution (DIS)",50289,AID-CIO-M-15-00003,Awarded,,REQM-CIO-15-000253,,,,no,no,No,,,,,,,,,,,,,"2016-02-17 15:57:41",
184-000000052,1551,"	184","U.S. Agency for International Development","Development Information Solution (DIS)",50290,AID-CIO-P-15-00008,Awarded,,REQ-CIO-15-000313,,,,no,no,No,,,,,,,,,,,,,"2016-02-17 15:57:41",
018-000000054,1553,"	018","Department of Education","Integrated Student Experience (ISE)",44301,,Awarded,"	9100",EDFSA13D007,,,EDFSA13D007,no,no,No,,,,,,,,,,,,,"2014-09-12 17:03:29",
021-078461582,1555,"	021","Department of Transportation","FAAXX102: Terminal Flight Data Manager (TFDM)",44311,30001,Awarded,"	6920",DTFAWA-12-D-00011,,,,no,no,Yes,"HUMAN SOLUTIONS, INC.",,94.287814,,,,,,,,,,"2015-09-17 18:27:15",
021-078461582,1555,"	021","Department of Transportation","FAAXX102: Terminal Flight Data Manager (TFDM)",44313,30002,Awarded,"	6920",DTFAWA-11-D-00051,,,,no,no,Yes,"NOBLIS, INC.",,0.000000,,,,,,,,,,"2015-09-17 18:27:15",
021-078461582,1555,"	021","Department of Transportation","FAAXX102: Terminal Flight Data Manager (TFDM)",44315,30003,Awarded,"	6920",DTFAWA-12-D-00012,,,,no,no,Yes,"SRA INTERNATIONAL, INC.",,81.258733,,,,,,,,,,"2016-02-03 18:31:26",
018-000000125,1559,"	018","Department of Education","Enterprise Architecture and Engineering (EAE)",44761,,Awarded,"	9100",EDFSA14O0006,GS35F0372L,"	4730",,no,no,Yes,"PPS INFOTECH, LLC",,9.582543,,,,2019-02-28,,,,,,"2015-09-18 17:42:43",
018-000000125,1559,"	018","Department of Education","Enterprise Architecture and Engineering (EAE)",44763,,Awarded,"	9100",EDFSA13C0017,,,,no,no,Yes,"HIGHLIGHT TECHNOLOGIES, LLC",,2.187774,,,,2018-09-27,,,,,,"2015-09-18 17:42:43",
018-000000125,1559,"	018","Department of Education","Enterprise Architecture and Engineering (EAE)",44765,,Awarded,"	9100",EDFSA13A0008,GS35F0431X,"	4732",,no,no,Yes,"ADDX CORPORATION",,0.000000,,,,,,,,,,"2015-09-18 17:42:43",
018-000000125,1559,"	018","Department of Education","Enterprise Architecture and Engineering (EAE)",44767,,Awarded,"	9100",EDFSA13A0007,GS35F0220Y,"	4732",,no,no,Yes,"MILLSAPPS, BALLINGER & ASSOCIATES, LLC",,0.000000,,,,,,,,,,"2015-09-18 17:42:43",
007-000001038,1561,"	007","Department of Defense","Army Medical CIO Management Operation",44893,CID-1038-1000,Awarded,,W9724J14FF901,,,,yes,no,Yes,"VESA HEALTH & TECHNOLOGY, INC.",,0.111188,,,,2014-09-30,,,,,,"2016-02-05 21:32:45",
007-000001038,1561,"	007","Department of Defense","Army Medical CIO Management Operation",44895,CID-1038-1001,Awarded,"	9700",W91QUZ07D0002,F702,"	9700",,yes,no,Yes,"PRAGMATICS, INC.",,,,,,1970-01-01,,,,,,"2016-02-05 21:32:45",
007-000001038,1561,"	007","Department of Defense","Army Medical CIO Management Operation",46745,CID-1038-1002,Awarded,,W9124J13C0017,,,"	0",no,no,Yes,"DS INFORMATION SYSTEMS CORPORATION",,4.969856,,,,2015-12-31,,,,,,"2015-10-14 19:59:36",
007-000100392,1563,"	007","Department of Defense","Mission Planning Systems - Hardware Technical Refresh",44897,CID-000100392-1000,Awarded,"	9700",FA873213D0010,NA,"	9700",,yes,no,No,,,,,,,,,,,,,"2015-10-14 18:44:43",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44899,CID-000100393-1006,Awarded,"	9700","	0002",FA872010D0001,"	9700",,yes,yes,Yes,"NORTHROP GRUMMAN SPACE & MISSION SYSTEMS CORP.",,21.326218,,,,2018-02-28,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44901,CID-000100393-1008,Awarded,"	9700",FA872010D0001,"	0004","	9700",,yes,yes,No,,,,,,,,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44903,CID-000100393-1011,Awarded,"	9700",FA872010D0002,"	0003","	9700",,yes,yes,No,,,,,,,,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44905,CID-000100393-1012,Awarded,"	9700","	0003",FA872010D0003,"	9700",,yes,yes,Yes,"DCS CORPORATION",,8.438007,,,,2016-08-24,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44907,CID-000100393-1000,Awarded,"	9700",FA872005C0005,NA,"	9700",,yes,yes,No,,,,,,,,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44909,CID-000100393-1004,Awarded,"	9700",FA872010D0004,"	0001","	9700",,yes,yes,No,,,,,,,,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44911,CID-000100393-1005,Awarded,"	9700",FA872010D0005,"	0001","	9700",,yes,yes,No,,,,,,,,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44913,CID-000100393-1009,Awarded,"	9700",FA872010D0002,"	0002","	9700",,yes,yes,No,,,,,,,,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44915,CID-000100393-1010,Awarded,"	9700",FA872010D0004,"	0002","	9700",,yes,yes,No,,,,,,,,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44917,CID-000100393-1014,Awarded,"	9700","	0002",FA872010D0003,"	9700",,yes,yes,Yes,"DCS CORPORATION",,6.643561,,,,2016-07-29,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44919,CID-000100393-1001,Awarded,"	9700",FA872010D0001,"	0001","	9700",,yes,yes,No,,,,,,,,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44921,CID-000100393-1002,Awarded,"	9700",FA872010D0002,"	0001","	9700",,yes,yes,No,,,,,,,,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44923,CID-000100393-1003,Awarded,"	9700",FA872010D0003,"	0001","	9700",,yes,yes,No,,,,,,,,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44925,CID-000100393-1007,Awarded,"	9700",FA872010D0001,"	0003","	9700",,yes,yes,No,,,,,,,,,,,,,"2015-10-14 18:44:44",
007-000100393,1565,"	007","Department of Defense","Mission Planning System Modernization",44927,CID-000100393-1013,Awarded,"	9700",FA872010D0003,"	0004","	9700",,yes,yes,No,,,,,,,,,,,,,"2015-10-14 18:44:44",
007-000001371,1567,"	007","Department of Defense","NAVY STANDARD INTEGRATED PERSONNEL SYSTEM",44929,CID-1371-1000,Awarded,,N0003914D0001,,,,,yes,Yes,"SRA INTERNATIONAL, INC.",N0003913R0002,,"Cost Plus Fixed Fee",Y,2014-06-11,1970-01-01,U,"1GF:OT::1GF_CPFF PERSMOD (RDT&E)",153071,"	9700",,"2014-10-01 14:32:49","2014-10-01 14:32:49"
007-000001136,1569,"	007","Department of Defense","BASE-LEVEL INFORMATION INFRASTRUCTURE (OCONUS NAVY ENTERPRISE NETWORK (ONE-NET))",44931,CID-1136-1000,Awarded,,N6600112D0061,,,N66001-12-D-0061,,no,Yes,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",N6600111R0026,,"Cost Plus Fixed Fee",Y,2014-03-25,1970-01-01,U,"TECHNOLOGY INSERTION, SOFTWARE AND SYSTEMS ENGINEERING, MODELING AND SIMULATION, INSTALLATION AND TESTING, AND INTEGRATED LOGISTICS IN SUPPORT OF COMMUNICATIONS, INFORMATION TECHNOLOGY, AND OTHER COMMAND, CONTROL, COMMUNICATIONS, COMPUTERS, AND INTELLIGENCE (C4I) EFFORTS",153073,"	9700",,"2014-10-01 14:37:39","2014-10-01 14:37:39"
007-000001136,1569,"	007","Department of Defense","BASE-LEVEL INFORMATION INFRASTRUCTURE (OCONUS NAVY ENTERPRISE NETWORK (ONE-NET))",44933,CID-1136-1004,Awarded,,N6523610D5826,,,N65236-09-R-0003,no,no,Yes,"COMPUTER SCIENCES CORPORATION",,0.000000,,,,,,,,,,"2015-10-14 19:40:16",
007-000001136,1569,"	007","Department of Defense","BASE-LEVEL INFORMATION INFRASTRUCTURE (OCONUS NAVY ENTERPRISE NETWORK (ONE-NET))",44935,CID-1136-1001,Awarded,,N6600113D0029,,,N66001-13-D-0029,,no,Yes,"BOOZ ALLEN HAMILTON INC.",N6600111R0008,,"Cost Plus Fixed Fee",Y,2014-02-04,1970-01-01,U,"ADMINISTRATIVE MODIFICATION TO INCORPORATE PARAGRAPH (I) IN OCI CLAUSE (SECTION G).",153077,"	9700",,"2014-10-01 14:37:39","2014-10-01 14:37:39"
007-000001136,1569,"	007","Department of Defense","BASE-LEVEL INFORMATION INFRASTRUCTURE (OCONUS NAVY ENTERPRISE NETWORK (ONE-NET))",44937,CID-1136-1002,Awarded,,N6600113D0030,,,N66001-13-D-0030,,no,Yes,"SCIENCE APPLICATIONS INTERNATIONAL CORPORATION",N6600111R0008,,"Cost Plus Fixed Fee",Y,2014-02-04,1970-01-01,U,"ADMINISTRATIVE MODIFICATION TO ADD KEY PERSONNEL TO LIST.",153079,"	9700",,"2014-10-01 14:37:39","2014-10-01 14:37:39"
007-000001136,1569,"	007","Department of Defense","BASE-LEVEL INFORMATION INFRASTRUCTURE (OCONUS NAVY ENTERPRISE NETWORK (ONE-NET))",44939,CID-1136-1003,Awarded,,N6600113D0031,,,N66001-13-D-0031,,no,Yes,"ENGILITY CORPORATION",N6600111R0008,,"Cost Plus Fixed Fee",Y,2014-02-04,1970-01-01,U,"ADMINSTRATIVE MODIFICATION TO REVISE THE CONTRACTOR'S CAGE CODE, ADDRESS AND TO INCORPORATE A REVISED DD254.",153081,"	9700",,"2014-10-01 14:37:39","2014-10-01 14:37:39"
007-000001136,1569,"	007","Department of Defense","BASE-LEVEL INFORMATION INFRASTRUCTURE (OCONUS NAVY ENTERPRISE NETWORK (ONE-NET))",44941,CID-1136-1005,Awarded,,W91QUZ06D0005,,,,,no,Yes,"INTEGRATION TECHNOLOGIES GROUP",,,"Firm Fixed Price",,2014-06-16,1970-01-01,U,"CONSOLIDATED BUY 19",153083,"	9700",,"2014-10-01 14:37:39","2014-10-01 14:37:39"
007-000004030,1573,"	007","Department of Defense","JOINT INTEROPERABILITY TEST COMMAND (JITC)",44945,CID-4030-1002,Awarded,"	9700",HC102812D0023,HC1028,"	9700",HC1028-11-R-2010,,no,Yes,"ALION SCIENCE AND TECHNOLOGY CORPORATION",HC102811R2010,,"Cost Plus Fixed Fee",Y,2014-03-28,1970-01-01,U,"ADMINISTRATIVE MODIFICATION FOR ADDITIONAL SYSTEMS CORRECTIONS.",153085,"	9700",,"2014-10-01 14:43:05","2014-10-01 14:43:05"
007-000004030,1573,"	007","Department of Defense","JOINT INTEROPERABILITY TEST COMMAND (JITC)",44947,CID-4030-1001,Awarded,"	9700",HC102812D0027,HC1028,"	9700",HC1028-11-R-2010,,no,Yes,"AMERICAN SYSTEMS CORPORATION",HC102811R2010,,"Cost Plus Fixed Fee",Y,2014-03-31,1970-01-01,U,"IGF::CT::IGF MODIFICATION TO REVISE CLAUSES.",153087,"	9700",,"2014-10-01 14:43:05","2014-10-01 14:43:05"
007-000004030,1573,"	007","Department of Defense","JOINT INTEROPERABILITY TEST COMMAND (JITC)",44949,CID-4030-1003,Awarded,"	9700",HC102812D0026,HC1028,"	9700",HC1028-11-R-2010,,no,Yes,"MANTECH TELECOMMUNICATIONS AND INFORMATION SYSTEMS CORPORATION",HC102811R2010,,"Cost Plus Fixed Fee",Y,2014-02-19,1970-01-01,U,"IGF::CT::IGF EXERCISE OPTION YEAR 1",153089,"	9700",,"2014-10-01 14:43:05","2014-10-01 14:43:05"
007-000004030,1573,"	007","Department of Defense","JOINT INTEROPERABILITY TEST COMMAND (JITC)",44951,CID-4030-1004,Awarded,"	9700",HC102812D0029,HC1028,"	9700",HC1028-11-R-2010,,no,Yes,"OBERON ASSOCIATES, INC.",HC102811R2010,,"Cost Plus Fixed Fee",Y,2014-03-26,1970-01-01,U,"MODIFICATION TO UPDATE CLAUSES PER Q&AS FROM MOD P00004.",153091,"	9700",,"2014-10-01 14:43:05","2014-10-01 14:43:05"
